Date,Team,Quarter 1,Quarter 2,Quarter 3,Quarter 4
"Monday, November 22, 2021",Magic,16,20,20,36
"Monday, November 22, 2021",Bucks,36,41,28,18
"Monday, November 22, 2021",Timberwolves,28,38,23,21
"Monday, November 22, 2021",Pelicans,29,21,19,27
"Monday, November 22, 2021",Suns,24,33,33,25
"Monday, November 22, 2021",Spurs,20,24,31,36
"Monday, November 22, 2021",Grizzlies,27,27,38,27
"Monday, November 22, 2021",Jazz,30,30,36,22
"Monday, November 22, 2021",76ers,28,27,22,25
"Monday, November 22, 2021",Kings,33,19,30,12
"Tuesday, November 23, 2021",Heat,20,26,21,33
"Tuesday, November 23, 2021",Pistons,25,28,23,16
"Tuesday, November 23, 2021",Lakers,20,31,30,19
"Tuesday, November 23, 2021",Knicks,36,27,20,23
"Tuesday, November 23, 2021",Nuggets,27,25,27,21
"Tuesday, November 23, 2021",Trail Blazers,33,33,24,29
"Tuesday, November 23, 2021",Mavericks,21,21,38,23
"Tuesday, November 23, 2021",Clippers,26,22,28,27
"Wednesday, November 24, 2021",Suns,36,25,26,33
"Wednesday, November 24, 2021",Cavaliers,33,33,20,29
"Wednesday, November 24, 2021",Lakers,26,34,22,30
"Wednesday, November 24, 2021",Pacers,31,35,18,28
"Wednesday, November 24, 2021",Hornets,24,28,30,24
"Wednesday, November 24, 2021",Magic,28,21,28,22
"Wednesday, November 24, 2021",Nets,29,33,35,26
"Wednesday, November 24, 2021",Celtics,22,27,27,28
"Wednesday, November 24, 2021",Bulls,32,32,18,31
"Wednesday, November 24, 2021",Rockets,30,25,35,28
"Wednesday, November 24, 2021",Raptors,25,34,32,35
"Wednesday, November 24, 2021",Grizzlies,32,39,21,21
"Wednesday, November 24, 2021",Pistons,26,26,22,19
"Wednesday, November 24, 2021",Bucks,32,32,24,26
"Wednesday, November 24, 2021",Heat,27,35,20,19
"Wednesday, November 24, 2021",Timberwolves,30,24,32,27
"Wednesday, November 24, 2021",Wizards,27,23,23,29
"Wednesday, November 24, 2021",Pelicans,36,36,23,32
"Wednesday, November 24, 2021",Jazz,21,28,32,29
"Wednesday, November 24, 2021",Thunder,25,27,28,24
"Wednesday, November 24, 2021",Hawks,27,38,38,21
"Wednesday, November 24, 2021",Spurs,27,31,25,23
"Wednesday, November 24, 2021",76ers,34,27,23,12
"Wednesday, November 24, 2021",Warriors,23,29,34,30
"Wednesday, November 24, 2021",Trail Blazers,36,35,21,29
"Wednesday, November 24, 2021",Kings,32,37,24,32
"Friday, November 26, 2021",Pistons,18,22,22,34
"Friday, November 26, 2021",Clippers,30,34,18,25
"Friday, November 26, 2021",Timberwolves,28,30,25,32
"Friday, November 26, 2021",Hornets,30,38,31,34
"Friday, November 26, 2021",Suns,33,24,31,30
"Friday, November 26, 2021",Knicks,27,17,27,26
"Friday, November 26, 2021",Bulls,27,28,35,33
"Friday, November 26, 2021",Magic,27,19,23,19
"Friday, November 26, 2021",Raptors,35,22,24,16
"Friday, November 26, 2021",Pacers,31,35,26,22
"Friday, November 26, 2021",Hawks,29,33,43,27
"Friday, November 26, 2021",Grizzlies,21,27,18,34
"Friday, November 26, 2021",Wizards,25,31,20,25
"Friday, November 26, 2021",Thunder,27,27,14,31
"Friday, November 26, 2021",Celtics,14,23,26,25
"Friday, November 26, 2021",Spurs,30,22,18,26
"Friday, November 26, 2021",Bucks,27,31,32,30
"Friday, November 26, 2021",Nuggets,16,31,26,36
"Friday, November 26, 2021",Pelicans,23,23,26,26
"Friday, November 26, 2021",Jazz,28,17,30,22
"Friday, November 26, 2021",Trail Blazers,26,18,26,33
"Friday, November 26, 2021",Warriors,27,31,33,27
"Friday, November 26, 2021",Kings,20,23,30,27
"Friday, November 26, 2021",Lakers,20,23,35,22
"Saturday, November 27, 2021",Timberwolves,35,21,16,28
"Saturday, November 27, 2021",76ers,20,21,29,30
"Saturday, November 27, 2021",Knicks,28,23,34,14
"Saturday, November 27, 2021",Hawks,27,23,24,16
"Saturday, November 27, 2021",Suns,34,22,34,23
"Saturday, November 27, 2021",Nets,20,26,26,35
"Saturday, November 27, 2021",Magic,22,27,20,23
"Saturday, November 27, 2021",Cavaliers,27,27,24,27
"Saturday, November 27, 2021",Heat,27,22,23,35
"Saturday, November 27, 2021",Bulls,20,26,28,30
"Saturday, November 27, 2021",Hornets,30,41,28,36
"Saturday, November 27, 2021",Rockets,43,30,37,25
"Saturday, November 27, 2021",Wizards,41,20,30,29
"Saturday, November 27, 2021",Mavericks,36,33,24,21
"Saturday, November 27, 2021",Pelicans,23,22,22,38
"Saturday, November 27, 2021",Jazz,37,27,32,31
"Sunday, November 28, 2021",Warriors,20,24,31,30
"Sunday, November 28, 2021",Clippers,24,18,26,22
"Sunday, November 28, 2021",Bucks,26,26,39,27
"Sunday, November 28, 2021",Pacers,26,21,27,26
"Sunday, November 28, 2021",Celtics,27,27,26,29
"Sunday, November 28, 2021",Raptors,26,25,25,21
"Sunday, November 28, 2021",Kings,25,27,22,27
"Sunday, November 28, 2021",Grizzlies,38,38,30,22
"Sunday, November 28, 2021",Pistons,21,27,22,36
"Sunday, November 28, 2021",Lakers,23,28,32,27
"Monday, November 29, 2021",Magic,19,24,35,18
"Monday, November 29, 2021",76ers,31,23,27,20
"Monday, November 29, 2021",Nuggets,32,31,32,25
"Monday, November 29, 2021",Heat,23,20,35,33
"Monday, November 29, 2021",Hornets,31,27,27,34
"Monday, November 29, 2021",Bulls,30,39,35,29
"Monday, November 29, 2021",Thunder,23,14,23,29
"Monday, November 29, 2021",Rockets,28,18,26,30
"Monday, November 29, 2021",Pacers,26,31,19,22
"Monday, November 29, 2021",Timberwolves,20,28,30,22
"Monday, November 29, 2021",Cavaliers,30,22,35,27
"Monday, November 29, 2021",Mavericks,23,18,24,31
"Monday, November 29, 2021",Wizards,20,31,27,21
"Monday, November 29, 2021",Spurs,20,25,39,32
"Monday, November 29, 2021",Trail Blazers,23,26,35,23
"Monday, November 29, 2021",Jazz,21,32,41,35
"Monday, November 29, 2021",Pelicans,37,30,23,33
"Monday, November 29, 2021",Clippers,22,30,26,26
"Tuesday, November 30, 2021",Knicks,28,33,23,26
"Tuesday, November 30, 2021",Nets,33,27,28,24
"Tuesday, November 30, 2021",Grizzlies,27,23,20,28
"Tuesday, November 30, 2021",Raptors,18,21,28,24
"Tuesday, November 30, 2021",Warriors,35,19,24,18
"Tuesday, November 30, 2021",Suns,31,25,24,24
"Tuesday, November 30, 2021",Pistons,21,24,17,30
"Tuesday, November 30, 2021",Trail Blazers,27,27,29,27
"Tuesday, November 30, 2021",Lakers,20,30,37,30
"Tuesday, November 30, 2021",Kings,28,31,15,18
"Wednesday, December 1, 2021",Hawks,38,27,22,27
"Wednesday, December 1, 2021",Pacers,29,28,31,23
"Wednesday, December 1, 2021",Nuggets,29,34,20,20
"Wednesday, December 1, 2021",Magic,15,32,32,29
"Wednesday, December 1, 2021",Timberwolves,24,33,31,19
"Wednesday, December 1, 2021",Wizards,24,29,38,24
"Wednesday, December 1, 2021",76ers,20,20,23,24
"Wednesday, December 1, 2021",Celtics,21,23,20,24
"Wednesday, December 1, 2021",Cavaliers,31,30,26,24
"Wednesday, December 1, 2021",Heat,16,27,20,22
"Wednesday, December 1, 2021",Hornets,41,27,27,30
"Wednesday, December 1, 2021",Bucks,25,35,37,30
"Wednesday, December 1, 2021",Mavericks,41,26,35,37
"Wednesday, December 1, 2021",Pelicans,23,23,29,32
"Wednesday, December 1, 2021",Rockets,24,29,20,41
"Wednesday, December 1, 2021",Thunder,26,34,21,29
"Wednesday, December 1, 2021",Kings,29,33,37,25
"Wednesday, December 1, 2021",Clippers,21,31,24,39
"Thursday, December 2, 2021",Bulls,37,32,20,30
"Thursday, December 2, 2021",Knicks,19,32,32,32
"Thursday, December 2, 2021",Bucks,23,17,28,25
"Thursday, December 2, 2021",Raptors,26,22,25,24
"Thursday, December 2, 2021",Thunder,16,20,26,17
"Thursday, December 2, 2021",Grizzlies,31,41,41,39
"Thursday, December 2, 2021",Pistons,18,33,30,22
"Thursday, December 2, 2021",Suns,30,39,18,27
"Thursday, December 2, 2021",Spurs,32,36,16,30
"Thursday, December 2, 2021",Trail Blazers,22,25,18,18
"Friday, December 3, 2021",Heat,32,30,30,21
"Friday, December 3, 2021",Pacers,25,30,26,23
"Friday, December 3, 2021",Cavaliers,34,31,34,17
"Friday, December 3, 2021",Wizards,29,17,26,29
"Friday, December 3, 2021",76ers,31,13,34,20
"Friday, December 3, 2021",Hawks,22,30,35,9
"Friday, December 3, 2021",Timberwolves,34,21,30,20
"Friday, December 3, 2021",Nets,27,32,27,24
"Friday, December 3, 2021",Magic,24,32,27,33
"Friday, December 3, 2021",Rockets,31,23,30,34
"Friday, December 3, 2021",Pelicans,14,30,35,28
"Friday, December 3, 2021",Mavericks,19,29,20,23
"Friday, December 3, 2021",Celtics,25,31,41,33
"Friday, December 3, 2021",Jazz,38,21,41,37
"Friday, December 3, 2021",Suns,21,27,20,28
"Friday, December 3, 2021",Warriors,28,23,29,38
"Friday, December 3, 2021",Clippers,23,30,34,32
"Friday, December 3, 2021",Lakers,22,28,29,36
"Saturday, December 4, 2021",Nuggets,30,30,32,21
"Saturday, December 4, 2021",Knicks,25,24,22,28
"Saturday, December 4, 2021",Bulls,28,24,27,32
"Saturday, December 4, 2021",Nets,34,22,26,25
"Saturday, December 4, 2021",Heat,23,29,24,26
"Saturday, December 4, 2021",Bucks,34,35,36,19
"Saturday, December 4, 2021",Grizzlies,22,27,23,25
"Saturday, December 4, 2021",Mavericks,18,19,21,32
"Saturday, December 4, 2021",Spurs,36,31,32,13
"Saturday, December 4, 2021",Warriors,21,37,30,19
"Saturday, December 4, 2021",Celtics,38,26,39,42
"Saturday, December 4, 2021",Trail Blazers,23,35,26,33
"Saturday, December 4, 2021",Clippers,29,16,25,29
"Saturday, December 4, 2021",Kings,29,21,26,28
"Sunday, December 5, 2021",Jazz,32,28,31,18
"Sunday, December 5, 2021",Cavaliers,29,26,27,26
"Sunday, December 5, 2021",Hornets,30,38,31,31
"Sunday, December 5, 2021",Hawks,30,31,31,35
"Sunday, December 5, 2021",Wizards,12,30,26,22
"Sunday, December 5, 2021",Raptors,23,40,21,18
"Sunday, December 5, 2021",Pelicans,26,23,36,23
"Sunday, December 5, 2021",Rockets,28,29,37,24
"Monday, December 6, 2021",76ers,23,44,28,24
"Monday, December 6, 2021",Hornets,34,28,31,26
"Monday, December 6, 2021",Thunder,28,22,22,42
"Monday, December 6, 2021",Pistons,37,26,18,22
"Monday, December 6, 2021",Wizards,18,29,31,32
"Monday, December 6, 2021",Pacers,28,30,30,28
"Monday, December 6, 2021",Grizzlies,34,26,22,23
"Monday, December 6, 2021",Heat,25,24,18,23
"Monday, December 6, 2021",Nuggets,27,22,22,26
"Monday, December 6, 2021",Bulls,18,28,31,32
"Monday, December 6, 2021",Cavaliers,24,26,28,26
"Monday, December 6, 2021",Bucks,24,32,32,24
"Monday, December 6, 2021",Hawks,33,28,35,25
"Monday, December 6, 2021",Timberwolves,24,24,30,32
"Monday, December 6, 2021",Spurs,33,15,22,34
"Monday, December 6, 2021",Suns,26,25,28,29
"Monday, December 6, 2021",Magic,26,18,35,16
"Monday, December 6, 2021",Warriors,31,34,33,28
"Monday, December 6, 2021",Clippers,27,21,29,25
"Monday, December 6, 2021",Trail Blazers,26,23,25,16
"Tuesday, December 7, 2021",Nets,21,29,25,27
"Tuesday, December 7, 2021",Mavericks,27,35,24,13
"Tuesday, December 7, 2021",Knicks,28,34,33,26
"Tuesday, December 7, 2021",Spurs,28,28,25,28
"Tuesday, December 7, 2021",Celtics,33,22,20,27
"Tuesday, December 7, 2021",Lakers,31,29,31,26
"Wednesday, December 8, 2021",76ers,26,25,31,28
"Wednesday, December 8, 2021",Hornets,26,27,28,25
"Wednesday, December 8, 2021",Bulls,24,19,23,26
"Wednesday, December 8, 2021",Cavaliers,29,23,30,33
"Wednesday, December 8, 2021",Wizards,27,25,37,17
"Wednesday, December 8, 2021",Pistons,29,31,26,20
"Wednesday, December 8, 2021",Knicks,29,28,19,26
"Wednesday, December 8, 2021",Pacers,36,34,26,26
"Wednesday, December 8, 2021",Bucks,26,25,26,27
"Wednesday, December 8, 2021",Heat,24,20,39,30
"Wednesday, December 8, 2021",Thunder,26,28,33,23
"Wednesday, December 8, 2021",Raptors,36,28,12,33
"Wednesday, December 8, 2021",Nets,23,29,21,31
"Wednesday, December 8, 2021",Rockets,30,37,23,24
"Wednesday, December 8, 2021",Mavericks,26,22,28,28
"Wednesday, December 8, 2021",Grizzlies,25,27,23,21
"Wednesday, December 8, 2021",Jazz,34,26,35,41
"Wednesday, December 8, 2021",Timberwolves,33,26,22,23
"Wednesday, December 8, 2021",Nuggets,35,29,16,25
"Wednesday, December 8, 2021",Pelicans,33,24,20,28
"Wednesday, December 8, 2021",Trail Blazers,23,22,21,28
"Wednesday, December 8, 2021",Warriors,26,21,29,28
"Wednesday, December 8, 2021",Magic,36,31,25,38
"Wednesday, December 8, 2021",Kings,38,32,34,38
"Wednesday, December 8, 2021",Celtics,28,23,27,33
"Wednesday, December 8, 2021",Clippers,24,39,24,27
"Thursday, December 9, 2021",Jazz,27,34,27,30
"Thursday, December 9, 2021",76ers,32,22,22,20
"Thursday, December 9, 2021",Lakers,29,24,25,17
"Thursday, December 9, 2021",Grizzlies,25,34,26,23
"Thursday, December 9, 2021",Nuggets,29,36,25,21
"Thursday, December 9, 2021",Spurs,37,37,26,23
"Friday, December 10, 2021",Kings,36,35,28,24
"Friday, December 10, 2021",Hornets,37,32,29,26
"Friday, December 10, 2021",Mavericks,26,28,26,13
"Friday, December 10, 2021",Pacers,22,34,26,24
"Friday, December 10, 2021",Nets,26,26,37,24
"Friday, December 10, 2021",Hawks,26,29,36,14
"Friday, December 10, 2021",Knicks,14,28,23,22
"Friday, December 10, 2021",Raptors,31,19,19,21
"Friday, December 10, 2021",Bucks,26,32,32,33
"Friday, December 10, 2021",Rockets,23,42,30,19
"Friday, December 10, 2021",Cavaliers,34,31,27,31
"Friday, December 10, 2021",Timberwolves,20,24,27,35
"Friday, December 10, 2021",Pistons,32,23,12,26
"Friday, December 10, 2021",Pelicans,25,29,29,26
"Friday, December 10, 2021",Lakers,32,32,29,23
"Friday, December 10, 2021",Thunder,18,27,23,27
"Friday, December 10, 2021",Celtics,24,15,30,21
"Friday, December 10, 2021",Suns,25,32,27,27
"Saturday, December 11, 2021",Magic,30,14,31,29
"Saturday, December 11, 2021",Clippers,23,26,29,28
"Saturday, December 11, 2021",Jazz,28,22,31,42
"Saturday, December 11, 2021",Wizards,24,27,18,29
"Saturday, December 11, 2021",Kings,23,29,26,25
"Saturday, December 11, 2021",Cavaliers,36,45,20,16
"Saturday, December 11, 2021",Bulls,25,27,18,22
"Saturday, December 11, 2021",Heat,39,26,21,32
"Saturday, December 11, 2021",Rockets,29,18,30,29
"Saturday, December 11, 2021",Grizzlies,40,23,23,27
"Saturday, December 11, 2021",Warriors,22,27,24,20
"Saturday, December 11, 2021",76ers,23,23,24,32
"Saturday, December 11, 2021",Nuggets,28,44,31,24
"Saturday, December 11, 2021",Spurs,29,27,18,38
"Sunday, December 12, 2021",Bucks,26,35,32,19
"Sunday, December 12, 2021",Knicks,16,32,31,18
"Sunday, December 12, 2021",Nets,31,29,26,30
"Sunday, December 12, 2021",Pistons,24,33,34,13
"Sunday, December 12, 2021",Mavericks,28,28,24,23
"Sunday, December 12, 2021",Thunder,27,19,25,13
"Sunday, December 12, 2021",Pelicans,26,26,30,15
"Sunday, December 12, 2021",Spurs,28,26,29,29
"Sunday, December 12, 2021",Timberwolves,33,23,33,27
"Sunday, December 12, 2021",Trail Blazers,26,29,29,27
"Sunday, December 12, 2021",Magic,25,27,10,32
"Sunday, December 12, 2021",Lakers,18,31,36,21
"Monday, December 13, 2021",Heat,25,19,29,21
"Monday, December 13, 2021",Cavaliers,23,32,23,27
"Monday, December 13, 2021",Warriors,25,22,33,22
"Monday, December 13, 2021",Pacers,29,26,29,16
"Monday, December 13, 2021",Kings,22,23,24,32
"Monday, December 13, 2021",Raptors,30,40,23,31
"Monday, December 13, 2021",Rockets,28,30,30,44
"Monday, December 13, 2021",Hawks,38,31,32,25
"Monday, December 13, 2021",Bucks,30,20,24,29
"Monday, December 13, 2021",Celtics,21,30,34,32
"Monday, December 13, 2021",76ers,30,26,19,16
"Monday, December 13, 2021",Grizzlies,37,31,33,25
"Monday, December 13, 2021",Hornets,20,23,26,27
"Monday, December 13, 2021",Mavericks,37,33,21,29
"Monday, December 13, 2021",Wizards,22,19,29,37
"Monday, December 13, 2021",Nuggets,29,30,32,22
"Monday, December 13, 2021",Suns,21,23,25,26
"Monday, December 13, 2021",Clippers,27,29,23,32
"Tuesday, December 14, 2021",Raptors,32,24,44,20
"Tuesday, December 14, 2021",Nets,33,33,25,29
"Tuesday, December 14, 2021",Warriors,24,23,24,34
"Tuesday, December 14, 2021",Knicks,24,24,16,32
"Tuesday, December 14, 2021",Suns,32,17,24,29
"Tuesday, December 14, 2021",Trail Blazers,21,22,32,27
"Tuesday, December 14, 2021",Pistons,Bulls,(46-3627-14Home),Makeup date Jan. 11,United Center
"Tuesday, December 14, 2021",Bulls,Makeup date Jan. 11,United Center,"Chicago, IL",GAMECAST
"Wednesday, December 15, 2021",Rockets,16,22,25,26
"Wednesday, December 15, 2021",Cavaliers,35,34,31,24
"Wednesday, December 15, 2021",Hawks,27,37,29,18
"Wednesday, December 15, 2021",Magic,25,25,23,26
"Wednesday, December 15, 2021",Heat,29,29,23,20
"Wednesday, December 15, 2021",76ers,18,31,21,26
"Wednesday, December 15, 2021",Lakers,33,14,26,20
"Wednesday, December 15, 2021",Mavericks,23,27,23,20
"Wednesday, December 15, 2021",Pacers,33,20,34,12
"Wednesday, December 15, 2021",Bucks,33,25,29,27
"Wednesday, December 15, 2021",Pelicans,24,21,30,38
"Wednesday, December 15, 2021",Thunder,28,23,27,32
"Wednesday, December 15, 2021",Hornets,46,27,37,21
"Wednesday, December 15, 2021",Spurs,31,26,25,33
"Wednesday, December 15, 2021",Timberwolves,40,35,33,16
"Wednesday, December 15, 2021",Nuggets,32,29,27,19
"Wednesday, December 15, 2021",Clippers,31,28,22,22
"Wednesday, December 15, 2021",Jazz,35,30,28,31
"Wednesday, December 15, 2021",Grizzlies,24,31,25,33
"Wednesday, December 15, 2021",Trail Blazers,19,28,35,21
"Wednesday, December 15, 2021",Wizards,32,25,32,16
"Wednesday, December 15, 2021",Kings,27,29,28,35
"Thursday, December 16, 2021",Pistons,29,35,27,22
"Thursday, December 16, 2021",Pacers,32,38,33,19
"Thursday, December 16, 2021",76ers,25,23,31,26
"Thursday, December 16, 2021",Nets,39,27,19,29
"Thursday, December 16, 2021",Knicks,39,18,27,32
"Thursday, December 16, 2021",Rockets,30,21,31,21
"Thursday, December 16, 2021",Wizards,23,27,21,27
"Thursday, December 16, 2021",Suns,31,31,27,29
"Thursday, December 16, 2021",Bulls,Raptors,(48-3424-17Home),Makeup date Feb. 3,Scotiabank Arena
"Thursday, December 16, 2021",Raptors,Makeup date Feb. 3,Scotiabank Arena,"Toronto, ON",GAMECAST
"Friday, December 17, 2021",Heat,31,35,27,22
"Friday, December 17, 2021",Magic,22,35,26,22
"Friday, December 17, 2021",Nuggets,29,43,34,27
"Friday, December 17, 2021",Hawks,26,28,33,28
"Friday, December 17, 2021",Warriors,34,34,14,29
"Friday, December 17, 2021",Celtics,26,28,27,26
"Friday, December 17, 2021",Bucks,28,21,28,26
"Friday, December 17, 2021",Pelicans,21,31,25,26
"Friday, December 17, 2021",Spurs,36,23,41,28
"Friday, December 17, 2021",Jazz,37,36,23,30
"Friday, December 17, 2021",Lakers,16,29,20,27
"Friday, December 17, 2021",Timberwolves,23,31,31,25
"Friday, December 17, 2021",Hornets,24,31,31,30
"Friday, December 17, 2021",Trail Blazers,41,40,22,22
"Friday, December 17, 2021",Grizzlies,29,29,33,33
"Friday, December 17, 2021",Kings,31,25,19,30
"Saturday, December 18, 2021",Rockets,38,24,26,28
"Saturday, December 18, 2021",Pistons,30,19,26,32
"Saturday, December 18, 2021",Knicks,18,29,41,19
"Saturday, December 18, 2021",Celtics,32,30,24,28
"Saturday, December 18, 2021",Magic,26,24,24,26
"Saturday, December 18, 2021",Nets,17,27,22,27
"Saturday, December 18, 2021",Warriors,18,24,27,31
"Saturday, December 18, 2021",Raptors,31,32,33,23
"Saturday, December 18, 2021",Clippers,19,33,27,24
"Saturday, December 18, 2021",Thunder,24,33,24,23
"Saturday, December 18, 2021",Cavaliers,34,28,31,26
"Saturday, December 18, 2021",Bucks,20,31,18,21
"Saturday, December 18, 2021",Wizards,27,29,28,25
"Saturday, December 18, 2021",Jazz,33,20,27,23
"Sunday, December 19, 2021",Heat,23,25,19,23
"Sunday, December 19, 2021",Pistons,20,26,33,21
"Sunday, December 19, 2021",Trail Blazers,28,23,26,28
"Sunday, December 19, 2021",Grizzlies,32,20,28,20
"Sunday, December 19, 2021",Spurs,27,29,29,29
"Sunday, December 19, 2021",Kings,37,26,28,30
"Sunday, December 19, 2021",Lakers,22,37,25,26
"Sunday, December 19, 2021",Bulls,28,33,22,32
"Sunday, December 19, 2021",Mavericks,25,25,38,17
"Sunday, December 19, 2021",Timberwolves,27,29,30,25
"Sunday, December 19, 2021",Hornets,15,32,33,26
"Sunday, December 19, 2021",Suns,37,32,39,29
"Sunday, December 19, 2021",Pelicans,76ers,(51-3124-17Home),Makeup date Jan. 25,Wells Fargo Center
"Sunday, December 19, 2021",76ers,Makeup date Jan. 25,Wells Fargo Center,"Philadelphia, PA",GAMECAST
"Sunday, December 19, 2021",Cavaliers,Hawks,(43-3927-14Home),Makeup date March 31,State Farm Arena
"Sunday, December 19, 2021",Hawks,Makeup date March 31,State Farm Arena,"Atlanta, GA",GAMECAST
"Sunday, December 19, 2021",Nuggets,Nets,(44-3820-21Home),Makeup date Jan. 26,Barclays Center
"Sunday, December 19, 2021",Nets,Makeup date Jan. 26,Barclays Center,"Brooklyn, NY",GAMECAST
"Monday, December 20, 2021",76ers,28,23,24,33
"Monday, December 20, 2021",Celtics,20,29,31,23
"Monday, December 20, 2021",Rockets,26,28,29,35
"Monday, December 20, 2021",Bulls,35,38,32,28
"Monday, December 20, 2021",Thunder,16,31,27,28
"Monday, December 20, 2021",Grizzlies,28,22,22,27
"Monday, December 20, 2021",Hornets,16,25,27,34
"Monday, December 20, 2021",Jazz,35,19,26,32
"Monday, December 20, 2021",Kings,16,30,33,19
"Monday, December 20, 2021",Warriors,26,32,26,29
"Monday, December 20, 2021",Spurs,35,27,30,24
"Monday, December 20, 2021",Clippers,27,21,17,27
"Monday, December 20, 2021",Magic,Raptors,(48-3424-17Home),Makeup date March 4,Scotiabank Arena
"Monday, December 20, 2021",Raptors,Makeup date March 4,Scotiabank Arena,"Toronto, ON",GAMECAST
"Tuesday, December 21, 2021",Pacers,21,24,24,27
"Tuesday, December 21, 2021",Heat,33,35,30,27
"Tuesday, December 21, 2021",Pistons,17,20,32,22
"Tuesday, December 21, 2021",Knicks,24,24,32,25
"Tuesday, December 21, 2021",Trail Blazers,21,28,29,19
"Tuesday, December 21, 2021",Pelicans,24,27,30,30
"Tuesday, December 21, 2021",Timberwolves,35,15,28,24
"Tuesday, December 21, 2021",Mavericks,34,27,27,26
"Tuesday, December 21, 2021",Suns,24,30,31,23
"Tuesday, December 21, 2021",Lakers,25,27,21,17
"Tuesday, December 21, 2021",Wizards,Nets,(44-3820-21Home),Makeup date Feb. 17,Barclays Center
"Tuesday, December 21, 2021",Nets,Makeup date Feb. 17,Barclays Center,"Brooklyn, NY",GAMECAST
"Wednesday, December 22, 2021",Magic,22,25,23,34
"Wednesday, December 22, 2021",Hawks,20,17,24,37
"Wednesday, December 22, 2021",Cavaliers,26,22,25,28
"Wednesday, December 22, 2021",Celtics,31,32,22,26
"Wednesday, December 22, 2021",Rockets,24,26,26,30
"Wednesday, December 22, 2021",Bucks,25,38,34,29
"Wednesday, December 22, 2021",Nuggets,18,34,14,28
"Wednesday, December 22, 2021",Thunder,28,32,28,20
"Wednesday, December 22, 2021",Clippers,25,24,25,31
"Wednesday, December 22, 2021",Kings,20,18,30,21
"Wednesday, December 22, 2021",Raptors,Bulls,(46-3627-14Home),Makeup date Jan. 26,United Center
"Wednesday, December 22, 2021",Bulls,Makeup date Jan. 26,United Center,"Chicago, IL",GAMECAST
"Thursday, December 23, 2021",Rockets,28,30,36,12
"Thursday, December 23, 2021",Pacers,36,27,28,27
"Thursday, December 23, 2021",Pelicans,32,23,28,27
"Thursday, December 23, 2021",Magic,17,26,35,26
"Thursday, December 23, 2021",Hawks,32,19,28,19
"Thursday, December 23, 2021",76ers,18,33,24,21
"Thursday, December 23, 2021",Pistons,29,32,26,25
"Thursday, December 23, 2021",Heat,29,26,33,27
"Thursday, December 23, 2021",Wizards,31,26,33,34
"Thursday, December 23, 2021",Knicks,27,37,22,31
"Thursday, December 23, 2021",Bucks,15,26,34,27
